19:21:02 INFO  manager.ApplicationManager - Tests start on Chrome
19:21:08 INFO  manager.TestNGListener - Test started
19:21:08 INFO  tests.TestBase - Test testAddNewCarPositive started
19:21:08 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
19:21:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
19:21:13 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Log in ']
19:21:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Log in '] is found
19:21:13 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
19:21:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
19:21:13 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
19:21:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
19:21:13 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
19:21:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
19:21:13 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
19:21:15 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
19:21:15 INFO  manager.TestNGListener - TesttestAddNewCarPositive started
19:21:18 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //a[.=' Let the car work ']
19:21:18 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //a[.=' Let the car work '] is found
19:21:18 INFO  manager.WebDriverListener - Start searching element---> By.id: pickUpPlace
19:21:18 INFO  manager.WebDriverListener - Element with locator--->By.id: pickUpPlace is found
19:21:18 INFO  manager.WebDriverListener - Start searching element---> By.cssSelector: div.pac-item
19:21:18 INFO  manager.WebDriverListener - Element with locator--->By.cssSelector: div.pac-item is found
19:21:18 INFO  manager.WebDriverListener - Start searching element---> By.id: make
19:21:19 INFO  manager.WebDriverListener - Element with locator--->By.id: make is found
19:21:19 INFO  manager.WebDriverListener - Start searching element---> By.id: model
19:21:19 INFO  manager.WebDriverListener - Element with locator--->By.id: model is found
19:21:19 INFO  manager.WebDriverListener - Start searching element---> By.id: year
19:21:19 INFO  manager.WebDriverListener - Element with locator--->By.id: year is found
19:21:19 INFO  manager.WebDriverListener - Start searching element---> By.id: fuel
19:21:19 INFO  manager.WebDriverListener - Element with locator--->By.id: fuel is found
19:21:19 INFO  manager.WebDriverListener - Start searching element---> By.xpath: .//option[@value = "Petrol"]
19:21:19 INFO  manager.WebDriverListener - Element with locator--->By.xpath: .//option[@value = "Petrol"] is found
19:21:19 INFO  manager.WebDriverListener - Start searching element---> By.id: seats
19:21:19 INFO  manager.WebDriverListener - Element with locator--->By.id: seats is found
19:21:19 INFO  manager.WebDriverListener - Start searching element---> By.id: class
19:21:19 INFO  manager.WebDriverListener - Element with locator--->By.id: class is found
19:21:19 INFO  manager.WebDriverListener - Start searching element---> By.id: serialNumber
19:21:19 INFO  manager.WebDriverListener - Element with locator--->By.id: serialNumber is found
19:21:19 INFO  manager.WebDriverListener - Start searching element---> By.id: price
19:21:19 INFO  manager.WebDriverListener - Element with locator--->By.id: price is found
19:21:19 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
19:21:19 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
19:21:19 INFO  manager.TestNGListener - Test testAddNewCarPositive successfully
19:21:19 INFO  tests.TestBase - ================================
19:21:19 INFO  manager.TestNGListener - Test finished
