18:10:14 INFO  manager.ApplicationManager - Tests start on Chrome
18:10:20 INFO  tests.TestBase - Test searchPositiveTest started
18:10:20 INFO  manager.WebDriverListener - Start searching element---> By.id: city
18:10:20 INFO  manager.WebDriverListener - Element with locator--->By.id: city is found
18:10:20 INFO  manager.WebDriverListener - Start searching element---> By.cssSelector: div.pac-item
18:10:20 INFO  manager.WebDriverListener - Element with locator--->By.cssSelector: div.pac-item is found
18:10:20 INFO  manager.WebDriverListener - Start searching element---> By.id: dates
18:10:20 INFO  manager.WebDriverListener - Element with locator--->By.id: dates is found
18:10:21 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //div[.=' 14 ']
18:10:21 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //div[.=' 14 '] is found
18:10:25 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //div[.=' 19 ']
18:10:25 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //div[.=' 19 '] is found
18:10:28 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
18:10:29 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
18:10:29 INFO  tests.TestBase - ================================
