22:15:01 INFO  manager.ApplicationManager - Tests start on Chrome
22:15:10 INFO  tests.TestBase - Test searchPositiveTest started
22:15:10 INFO  manager.WebDriverListener - Start searching element---> By.id: city
22:15:10 INFO  manager.WebDriverListener - Element with locator--->By.id: city is found
22:15:10 INFO  manager.WebDriverListener - Start searching element---> By.cssSelector: div.pac-item
22:15:11 INFO  manager.WebDriverListener - Element with locator--->By.cssSelector: div.pac-item is found
22:15:11 INFO  manager.WebDriverListener - Start searching element---> By.id: dates
22:15:11 INFO  manager.WebDriverListener - Element with locator--->By.id: dates is found
22:15:13 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //div[.=' 14 ']
22:15:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //div[.=' 14 '] is found
22:15:13 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@aria-label='Next month']
22:15:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@aria-label='Next month'] is found
22:15:14 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@aria-label='Next month']
22:15:14 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@aria-label='Next month'] is found
22:15:15 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@aria-label='Next month']
22:15:15 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@aria-label='Next month'] is found
22:15:16 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //div[.=' 19 ']
22:15:16 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //div[.=' 19 '] is found
22:15:17 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
22:15:17 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
22:15:17 INFO  tests.TestBase - ================================
