22:16:23 INFO  manager.ApplicationManager - Tests start on Chrome
22:16:28 INFO  manager.TestNGListener - Test started
22:16:28 INFO  tests.TestBase - Test testAddNewCarPositive started
22:16:28 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:16:33 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:16:33 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Log in ']
22:16:33 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Log in '] is found
22:16:33 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
22:16:33 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
22:16:34 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
22:16:34 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
22:16:34 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
22:16:34 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
22:16:34 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
22:16:35 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
22:16:35 INFO  manager.TestNGListener - TesttestAddNewCarPositive started
22:16:38 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //a[.=' Let the car work ']
22:16:38 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //a[.=' Let the car work '] is found
22:16:38 INFO  manager.WebDriverListener - Start searching element---> By.id: pickUpPlace
22:16:38 INFO  manager.WebDriverListener - Element with locator--->By.id: pickUpPlace is found
22:16:38 INFO  manager.WebDriverListener - Start searching element---> By.cssSelector: div.pac-item
22:16:39 INFO  manager.WebDriverListener - Element with locator--->By.cssSelector: div.pac-item is found
22:16:39 INFO  manager.WebDriverListener - Start searching element---> By.id: make
22:16:39 INFO  manager.WebDriverListener - Element with locator--->By.id: make is found
22:16:39 INFO  manager.WebDriverListener - Start searching element---> By.id: model
22:16:39 INFO  manager.WebDriverListener - Element with locator--->By.id: model is found
22:16:39 INFO  manager.WebDriverListener - Start searching element---> By.id: year
22:16:39 INFO  manager.WebDriverListener - Element with locator--->By.id: year is found
22:16:39 INFO  manager.WebDriverListener - Start searching element---> By.id: fuel
22:16:39 INFO  manager.WebDriverListener - Element with locator--->By.id: fuel is found
22:16:39 INFO  manager.WebDriverListener - Start searching element---> By.xpath: .//option[@value = "Petrol"]
22:16:39 INFO  manager.WebDriverListener - Element with locator--->By.xpath: .//option[@value = "Petrol"] is found
22:16:39 INFO  manager.WebDriverListener - Start searching element---> By.id: seats
22:16:39 INFO  manager.WebDriverListener - Element with locator--->By.id: seats is found
22:16:39 INFO  manager.WebDriverListener - Start searching element---> By.id: class
22:16:39 INFO  manager.WebDriverListener - Element with locator--->By.id: class is found
22:16:39 INFO  manager.WebDriverListener - Start searching element---> By.id: serialNumber
22:16:39 INFO  manager.WebDriverListener - Element with locator--->By.id: serialNumber is found
22:16:39 INFO  manager.WebDriverListener - Start searching element---> By.id: price
22:16:39 INFO  manager.WebDriverListener - Element with locator--->By.id: price is found
22:16:39 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
22:16:39 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
22:16:39 INFO  manager.TestNGListener - Test testAddNewCarPositive successfully
22:16:39 INFO  tests.TestBase - ================================
22:16:39 INFO  manager.TestNGListener - Test finished
