18:03:35 INFO  manager.ApplicationManager - Tests start on Chrome
18:03:43 INFO  tests.TestBase - Test searchPositiveTest started
18:03:43 INFO  manager.WebDriverListener - Start searching element---> By.id: city
18:03:43 INFO  manager.WebDriverListener - Element with locator--->By.id: city is found
18:03:43 INFO  manager.WebDriverListener - Start searching element---> By.cssSelector: div.pac-item
18:03:44 INFO  manager.WebDriverListener - Element with locator--->By.cssSelector: div.pac-item is found
18:03:44 INFO  manager.WebDriverListener - Start searching element---> By.id: dates
18:03:44 INFO  manager.WebDriverListener - Element with locator--->By.id: dates is found
18:03:45 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //div[.=' 14 ']
18:03:45 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //div[.=' 14 '] is found
18:03:46 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //div[.=' 19 ']
18:03:46 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //div[.=' 19 '] is found
18:03:49 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
18:03:50 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
18:03:50 INFO  tests.TestBase - ================================
