22:08:06 INFO  manager.ApplicationManager - Tests start on Chrome
22:08:11 INFO  tests.TestBase - Test searchPositiveTest started
22:08:11 INFO  manager.WebDriverListener - Start searching element---> By.id: city
22:08:11 INFO  manager.WebDriverListener - Element with locator--->By.id: city is found
22:08:11 INFO  manager.WebDriverListener - Start searching element---> By.cssSelector: div.pac-item
22:08:12 INFO  manager.WebDriverListener - Element with locator--->By.cssSelector: div.pac-item is found
22:08:12 INFO  manager.WebDriverListener - Start searching element---> By.id: city
22:08:12 INFO  manager.WebDriverListener - Element with locator--->By.id: city is found
22:08:12 INFO  manager.WebDriverListener - Start searching element---> By.id: dates
22:08:12 INFO  manager.WebDriverListener - Element with locator--->By.id: dates is found
22:08:17 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
22:08:17 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
22:08:17 INFO  tests.TestBase - ================================
