18:54:46 INFO  manager.ApplicationManager - Tests start on Chrome
18:54:53 INFO  manager.TestNGListener - Test started
18:54:53 INFO  tests.TestBase - Test testLoginPositiveUser started
18:54:53 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
18:54:58 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
18:54:58 INFO  manager.TestNGListener - TesttestLoginPositiveUser started
18:54:58 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Log in ']
18:54:58 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Log in '] is found
18:54:58 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
18:54:58 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
18:54:58 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
18:54:58 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
18:54:58 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
18:54:58 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
18:54:58 INFO  manager.TestNGListener - Test testLoginPositiveUser successfully
18:54:58 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
18:54:59 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
18:54:59 INFO  tests.TestBase - ================================
18:54:59 INFO  manager.TestNGListener - Test finished
