19:50:59 INFO  manager.ApplicationManager - Tests start on Chrome
19:51:08 INFO  manager.TestNGListener - Test started
19:51:08 INFO  tests.TestBase - Test testLoginPositiveUserDTO started
19:51:08 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
19:51:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
19:51:13 INFO  manager.TestNGListener - TesttestLoginPositiveUserDTO started
19:51:13 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Log in ']
19:51:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Log in '] is found
19:51:13 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
19:51:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
19:51:13 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
19:51:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
19:51:13 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
19:51:13 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
19:51:16 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
19:51:16 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
19:51:16 INFO  manager.TestNGListener - Test testLoginPositiveUserDTO successfully
19:51:16 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
19:51:16 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
19:51:16 INFO  tests.TestBase - ================================
19:51:16 INFO  tests.TestBase - Test testLoginPositiveUserDTO started
19:51:16 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
19:51:16 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
19:51:16 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
19:51:16 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
19:51:16 INFO  manager.TestNGListener - TesttestLoginPositiveUserDTO started
19:51:16 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Log in ']
19:51:16 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Log in '] is found
19:51:16 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
19:51:17 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
19:51:17 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
19:51:17 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
19:51:17 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
19:51:17 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
19:51:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
19:51:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
19:51:20 INFO  manager.TestNGListener - Test testLoginPositiveUserDTO successfully
19:51:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
19:51:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
19:51:20 INFO  tests.TestBase - ================================
19:51:20 INFO  tests.TestBase - Test testLoginPositiveUserDTO started
19:51:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
19:51:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
19:51:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
19:51:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
19:51:20 INFO  manager.TestNGListener - TesttestLoginPositiveUserDTO started
19:51:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Log in ']
19:51:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Log in '] is found
19:51:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
19:51:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
19:51:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
19:51:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
19:51:20 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
19:51:20 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
19:51:23 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
19:51:23 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
19:51:23 INFO  manager.TestNGListener - Test testLoginPositiveUserDTO successfully
19:51:23 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
19:51:23 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
19:51:23 INFO  tests.TestBase - ================================
19:51:23 INFO  manager.TestNGListener - Test finished
