22:54:34 INFO  manager.ApplicationManager - Tests start on Chrome
22:54:43 INFO  tests.TestBase - Test searchPositiveTest started
22:54:43 INFO  manager.WebDriverListener - Start searching element---> By.id: city
22:54:43 INFO  manager.WebDriverListener - Element with locator--->By.id: city is found
22:54:43 INFO  manager.WebDriverListener - Start searching element---> By.cssSelector: div.pac-item
22:54:44 INFO  manager.WebDriverListener - Element with locator--->By.cssSelector: div.pac-item is found
22:54:44 INFO  manager.WebDriverListener - Start searching element---> By.id: dates
22:54:44 INFO  manager.WebDriverListener - Element with locator--->By.id: dates is found
22:54:44 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //div[.=' 14 ']
22:54:44 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //div[.=' 14 '] is found
22:54:44 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //div[.=' 19 ']
22:54:44 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //div[.=' 19 '] is found
22:54:47 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
22:54:47 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
22:54:47 INFO  tests.TestBase - ================================
