23:17:34 INFO  manager.ApplicationManager - Tests start on Chrome
23:17:45 INFO  tests.TestBase - Test searchPositiveTest started
23:17:45 INFO  manager.WebDriverListener - Start searching element---> By.id: city
23:17:46 INFO  manager.WebDriverListener - Element with locator--->By.id: city is found
23:17:46 INFO  manager.WebDriverListener - Start searching element---> By.cssSelector: div.pac-item
23:17:46 INFO  manager.WebDriverListener - Element with locator--->By.cssSelector: div.pac-item is found
23:17:47 INFO  manager.WebDriverListener - Start searching element---> By.id: dates
23:17:47 INFO  manager.WebDriverListener - Element with locator--->By.id: dates is found
23:17:47 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //div[.=' 14 ']
23:17:47 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //div[.=' 14 '] is found
23:17:52 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //div[.=' 19 ']
23:17:52 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //div[.=' 19 '] is found
23:17:55 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
23:17:55 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
23:17:55 INFO  tests.TestBase - ================================
