22:33:44 INFO  manager.ApplicationManager - Tests start on Firefox
22:33:55 INFO  manager.TestNGListener - Test started
22:33:55 INFO  tests.TestBase - Test testLoginPositive started
22:33:55 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:34:00 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:34:00 INFO  manager.TestNGListener - TesttestLoginPositive started
22:34:00 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Log in ']
22:34:00 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Log in '] is found
22:34:00 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
22:34:00 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
22:34:00 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
22:34:00 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
22:34:00 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
22:34:00 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
22:34:00 INFO  manager.TestNGListener - Test testLoginPositive successfully
22:34:00 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
22:34:01 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
22:34:01 INFO  tests.TestBase - ================================
22:34:01 INFO  tests.TestBase - Test testLoginPositiveProps started
22:34:01 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:34:01 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:34:01 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:34:01 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:34:02 INFO  manager.TestNGListener - TesttestLoginPositiveProps started
22:34:02 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Log in ']
22:34:02 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Log in '] is found
22:34:02 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='email']
22:34:02 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='email'] is found
22:34:02 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[@id='password']
22:34:02 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[@id='password'] is found
22:34:02 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='submit']
22:34:02 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='submit'] is found
22:34:05 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //*[text()=' Logout ']
22:34:05 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //*[text()=' Logout '] is found
22:34:05 INFO  manager.TestNGListener - Test testLoginPositiveProps successfully
22:34:05 INFO  manager.WebDriverListener - Start searching element---> By.xpath: //button[@type='button']
22:34:05 INFO  manager.WebDriverListener - Element with locator--->By.xpath: //button[@type='button'] is found
22:34:05 INFO  tests.TestBase - ================================
22:34:05 INFO  manager.TestNGListener - Test finished
